Ethnicity,Gender,Arrests
0.00,1.00,10.00
0.00,1.00,25.00
0.00,1.00,9.00
0.00,1.00,0.00
0.00,1.00,4.00
0.00,1.00,0.00
0.00,1.00,9.00
0.00,1.00,0.00
0.00,1.00,11.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,8.00
0.00,1.00,0.00
0.00,1.00,83.00
0.00,1.00,12.00
0.00,1.00,12.00
0.00,1.00,17.00
0.00,1.00,7.00
0.00,1.00,10.00
0.00,1.00,62.00
0.00,1.00,15.00
0.00,1.00,2.00
0.00,1.00,1.00
0.00,1.00,2.00
0.00,1.00,280.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,2.00
0.00,1.00,2.00
0.00,1.00,13.00
0.00,1.00,31.00
0.00,1.00,10.00
0.00,1.00,20.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,4.00
0.00,1.00,11.00
0.00,1.00,75.00
0.00,1.00,3.00
0.00,1.00,7.00
0.00,1.00,153.00
0.00,1.00,157.00
0.00,1.00,1.00
0.00,1.00,4.00
0.00,1.00,12.00
0.00,1.00,8.00
0.00,1.00,1.00
0.00,1.00,2.00
0.00,1.00,0.00
0.00,1.00,5.00
0.00,1.00,4.00
0.00,1.00,5.00
0.00,1.00,0.00
0.00,1.00,2.00
0.00,1.00,10.00
0.00,1.00,3.00
0.00,1.00,50.00
0.00,1.00,4.00
0.00,1.00,10.00
0.00,1.00,12.00
0.00,1.00,0.00
0.00,1.00,7.00
0.00,1.00,18.00
0.00,1.00,19.00
0.00,1.00,0.00
0.00,1.00,10.00
0.00,1.00,2.00
0.00,1.00,186.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,4.00
0.00,1.00,10.00
0.00,1.00,16.00
0.00,1.00,3.00
0.00,1.00,17.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,4.00
0.00,1.00,5.00
0.00,1.00,44.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,106.00
0.00,1.00,103.00
0.00,1.00,0.00
0.00,1.00,45.00
0.00,1.00,101.00
0.00,1.00,37.00
0.00,1.00,13.00
0.00,1.00,32.00
0.00,1.00,5.00
0.00,1.00,36.00
0.00,1.00,10.00
0.00,1.00,26.00
0.00,1.00,4.00
0.00,1.00,6.00
0.00,1.00,54.00
0.00,1.00,11.00
0.00,1.00,285.00
0.00,1.00,17.00
0.00,1.00,58.00
0.00,1.00,56.00
0.00,1.00,13.00
0.00,1.00,75.00
0.00,1.00,94.00
0.00,1.00,156.00
0.00,1.00,2.00
0.00,1.00,34.00
0.00,1.00,15.00
0.00,1.00,1211.00
0.00,1.00,7.00
0.00,1.00,6.00
0.00,1.00,8.00
0.00,1.00,25.00
0.00,1.00,69.00
0.00,1.00,105.00
0.00,1.00,25.00
0.00,1.00,60.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,60.00
0.00,1.00,64.00
0.00,1.00,304.00
0.00,1.00,22.00
0.00,1.00,41.00
0.00,1.00,538.00
0.00,1.00,504.00
0.00,1.00,4.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,1.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,1.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,1.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,1.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,2.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,7.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,1.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,4.00
0.00,1.00,0.00
0.00,1.00,0.00
0.00,1.00,2.00
0.00,1.00,1.00
0.00,1.00,0.00
0.00,0.00,63.00
0.00,0.00,241.00
0.00,0.00,141.00
0.00,0.00,19.00
0.00,0.00,32.00
0.00,0.00,13.00
0.00,0.00,97.00
0.00,0.00,17.00
0.00,0.00,30.00
0.00,0.00,9.00
0.00,0.00,8.00
0.00,0.00,87.00
0.00,0.00,7.00
0.00,0.00,748.00
0.00,0.00,64.00
0.00,0.00,73.00
0.00,0.00,100.00
0.00,0.00,29.00
0.00,0.00,155.00
0.00,0.00,485.00
0.00,0.00,282.00
0.00,0.00,6.00
0.00,0.00,34.00
0.00,0.00,19.00
0.00,0.00,3438.00
0.00,0.00,3.00
0.00,0.00,10.00
0.00,0.00,18.00
0.00,0.00,78.00
0.00,0.00,131.00
0.00,0.00,121.00
0.00,0.00,87.00
0.00,0.00,198.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,99.00
0.00,0.00,80.00
0.00,0.00,641.00
0.00,0.00,32.00
0.00,0.00,75.00
0.00,0.00,944.00
0.00,0.00,1595.00
0.00,0.00,10.00
0.00,0.00,79.00
0.00,0.00,229.00
0.00,0.00,135.00
0.00,0.00,20.00
0.00,0.00,51.00
0.00,0.00,10.00
0.00,0.00,75.00
0.00,0.00,23.00
0.00,0.00,34.00
0.00,0.00,9.00
0.00,0.00,11.00
0.00,0.00,95.00
0.00,0.00,22.00
0.00,0.00,759.00
0.00,0.00,41.00
0.00,0.00,70.00
0.00,0.00,120.00
0.00,0.00,28.00
0.00,0.00,146.00
0.00,0.00,365.00
0.00,0.00,379.00
0.00,0.00,15.00
0.00,0.00,72.00
0.00,0.00,35.00
0.00,0.00,2791.00
0.00,0.00,10.00
0.00,0.00,16.00
0.00,0.00,18.00
0.00,0.00,61.00
0.00,0.00,90.00
0.00,0.00,171.00
0.00,0.00,93.00
0.00,0.00,212.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,91.00
0.00,0.00,98.00
0.00,0.00,579.00
0.00,0.00,35.00
0.00,0.00,94.00
0.00,0.00,1005.00
0.00,0.00,1243.00
0.00,0.00,18.00
0.00,0.00,288.00
0.00,0.00,1236.00
0.00,0.00,466.00
0.00,0.00,123.00
0.00,0.00,277.00
0.00,0.00,48.00
0.00,0.00,475.00
0.00,0.00,90.00
0.00,0.00,149.00
0.00,0.00,79.00
0.00,0.00,45.00
0.00,0.00,490.00
0.00,0.00,174.00
0.00,0.00,3149.00
0.00,0.00,131.00
0.00,0.00,499.00
0.00,0.00,435.00
0.00,0.00,233.00
0.00,0.00,802.00
0.00,0.00,1023.00
0.00,0.00,1551.00
0.00,0.00,82.00
0.00,0.00,399.00
0.00,0.00,172.00
0.00,0.00,13268.00
0.00,0.00,79.00
0.00,0.00,61.00
0.00,0.00,96.00
0.00,0.00,259.00
0.00,0.00,486.00
0.00,0.00,742.00
0.00,0.00,326.00
0.00,0.00,791.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,415.00
0.00,0.00,563.00
0.00,0.00,3011.00
0.00,0.00,270.00
0.00,0.00,470.00
0.00,0.00,5300.00
0.00,0.00,5036.00
0.00,0.00,33.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,5.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,1.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,4.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,1.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,7.00
0.00,0.00,0.00
0.00,0.00,1.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,1.00
0.00,0.00,0.00
0.00,0.00,3.00
0.00,0.00,3.00
0.00,0.00,14.00
0.00,0.00,2.00
0.00,0.00,2.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,14.00
0.00,0.00,0.00
0.00,0.00,8.00
0.00,0.00,4.00
0.00,0.00,0.00
0.00,0.00,1.00
0.00,0.00,58.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,4.00
0.00,0.00,0.00
0.00,0.00,3.00
0.00,0.00,0.00
0.00,0.00,1.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,27.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,11.00
0.00,0.00,6.00
0.00,0.00,0.00
7.00,1.00,60.00
7.00,1.00,39.00
7.00,1.00,15.00
7.00,1.00,15.00
7.00,1.00,4.00
7.00,1.00,2.00
7.00,1.00,22.00
7.00,1.00,3.00
7.00,1.00,11.00
7.00,1.00,1.00
7.00,1.00,1.00
7.00,1.00,33.00
7.00,1.00,27.00
7.00,1.00,144.00
7.00,1.00,7.00
7.00,1.00,14.00
7.00,1.00,41.00
7.00,1.00,0.00
7.00,1.00,46.00
7.00,1.00,30.00
7.00,1.00,42.00
7.00,1.00,1.00
7.00,1.00,16.00
7.00,1.00,38.00
7.00,1.00,2081.00
7.00,1.00,4.00
7.00,1.00,0.00
7.00,1.00,2.00
7.00,1.00,28.00
7.00,1.00,22.00
7.00,1.00,69.00
7.00,1.00,18.00
7.00,1.00,65.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,15.00
7.00,1.00,32.00
7.00,1.00,109.00
7.00,1.00,8.00
7.00,1.00,22.00
7.00,1.00,279.00
7.00,1.00,151.00
7.00,1.00,4.00
7.00,1.00,27.00
7.00,1.00,36.00
7.00,1.00,9.00
7.00,1.00,3.00
7.00,1.00,0.00
7.00,1.00,1.00
7.00,1.00,9.00
7.00,1.00,2.00
7.00,1.00,4.00
7.00,1.00,4.00
7.00,1.00,0.00
7.00,1.00,24.00
7.00,1.00,5.00
7.00,1.00,79.00
7.00,1.00,1.00
7.00,1.00,21.00
7.00,1.00,18.00
7.00,1.00,9.00
7.00,1.00,25.00
7.00,1.00,4.00
7.00,1.00,18.00
7.00,1.00,2.00
7.00,1.00,18.00
7.00,1.00,13.00
7.00,1.00,906.00
7.00,1.00,5.00
7.00,1.00,1.00
7.00,1.00,2.00
7.00,1.00,18.00
7.00,1.00,6.00
7.00,1.00,33.00
7.00,1.00,10.00
7.00,1.00,51.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,4.00
7.00,1.00,25.00
7.00,1.00,70.00
7.00,1.00,4.00
7.00,1.00,14.00
7.00,1.00,185.00
7.00,1.00,74.00
7.00,1.00,4.00
7.00,1.00,121.00
7.00,1.00,217.00
7.00,1.00,95.00
7.00,1.00,18.00
7.00,1.00,31.00
7.00,1.00,6.00
7.00,1.00,48.00
7.00,1.00,18.00
7.00,1.00,45.00
7.00,1.00,4.00
7.00,1.00,4.00
7.00,1.00,151.00
7.00,1.00,47.00
7.00,1.00,394.00
7.00,1.00,9.00
7.00,1.00,113.00
7.00,1.00,118.00
7.00,1.00,31.00
7.00,1.00,180.00
7.00,1.00,19.00
7.00,1.00,95.00
7.00,1.00,8.00
7.00,1.00,105.00
7.00,1.00,98.00
7.00,1.00,4914.00
7.00,1.00,28.00
7.00,1.00,7.00
7.00,1.00,19.00
7.00,1.00,78.00
7.00,1.00,74.00
7.00,1.00,173.00
7.00,1.00,62.00
7.00,1.00,123.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,79.00
7.00,1.00,261.00
7.00,1.00,479.00
7.00,1.00,19.00
7.00,1.00,54.00
7.00,1.00,969.00
7.00,1.00,376.00
7.00,1.00,15.00
7.00,1.00,1.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,1.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,1.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,1.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,2.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,20.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,1.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,1.00
7.00,1.00,1.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,1.00,0.00
7.00,0.00,341.00
7.00,0.00,247.00
7.00,0.00,93.00
7.00,0.00,30.00
7.00,0.00,19.00
7.00,0.00,5.00
7.00,0.00,101.00
7.00,0.00,12.00
7.00,0.00,54.00
7.00,0.00,1.00
7.00,0.00,17.00
7.00,0.00,250.00
7.00,0.00,84.00
7.00,0.00,735.00
7.00,0.00,24.00
7.00,0.00,200.00
7.00,0.00,175.00
7.00,0.00,33.00
7.00,0.00,249.00
7.00,0.00,86.00
7.00,0.00,182.00
7.00,0.00,12.00
7.00,0.00,61.00
7.00,0.00,147.00
7.00,0.00,13326.00
7.00,0.00,24.00
7.00,0.00,8.00
7.00,0.00,7.00
7.00,0.00,143.00
7.00,0.00,37.00
7.00,0.00,384.00
7.00,0.00,127.00
7.00,0.00,388.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,66.00
7.00,0.00,134.00
7.00,0.00,662.00
7.00,0.00,42.00
7.00,0.00,91.00
7.00,0.00,1049.00
7.00,0.00,549.00
7.00,0.00,15.00
7.00,0.00,177.00
7.00,0.00,211.00
7.00,0.00,101.00
7.00,0.00,22.00
7.00,0.00,14.00
7.00,0.00,3.00
7.00,0.00,51.00
7.00,0.00,18.00
7.00,0.00,28.00
7.00,0.00,6.00
7.00,0.00,9.00
7.00,0.00,264.00
7.00,0.00,46.00
7.00,0.00,437.00
7.00,0.00,30.00
7.00,0.00,117.00
7.00,0.00,154.00
7.00,0.00,44.00
7.00,0.00,176.00
7.00,0.00,31.00
7.00,0.00,177.00
7.00,0.00,16.00
7.00,0.00,79.00
7.00,0.00,90.00
7.00,0.00,8029.00
7.00,0.00,43.00
7.00,0.00,7.00
7.00,0.00,12.00
7.00,0.00,144.00
7.00,0.00,39.00
7.00,0.00,278.00
7.00,0.00,129.00
7.00,0.00,212.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,72.00
7.00,0.00,192.00
7.00,0.00,613.00
7.00,0.00,30.00
7.00,0.00,56.00
7.00,0.00,944.00
7.00,0.00,330.00
7.00,0.00,27.00
7.00,0.00,1085.00
7.00,0.00,995.00
7.00,0.00,404.00
7.00,0.00,149.00
7.00,0.00,185.00
7.00,0.00,21.00
7.00,0.00,348.00
7.00,0.00,86.00
7.00,0.00,228.00
7.00,0.00,34.00
7.00,0.00,35.00
7.00,0.00,1134.00
7.00,0.00,364.00
7.00,0.00,2249.00
7.00,0.00,133.00
7.00,0.00,712.00
7.00,0.00,587.00
7.00,0.00,187.00
7.00,0.00,862.00
7.00,0.00,85.00
7.00,0.00,787.00
7.00,0.00,57.00
7.00,0.00,556.00
7.00,0.00,467.00
7.00,0.00,29805.00
7.00,0.00,184.00
7.00,0.00,55.00
7.00,0.00,91.00
7.00,0.00,566.00
7.00,0.00,298.00
7.00,0.00,1246.00
7.00,0.00,509.00
7.00,0.00,931.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,368.00
7.00,0.00,1051.00
7.00,0.00,2700.00
7.00,0.00,192.00
7.00,0.00,289.00
7.00,0.00,4363.00
7.00,0.00,1740.00
7.00,0.00,158.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,2.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,7.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,0.00
7.00,0.00,7.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,3.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,9.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,3.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,3.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,2.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,125.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,9.00
7.00,0.00,0.00
7.00,0.00,0.00
7.00,0.00,1.00
7.00,0.00,0.00
7.00,0.00,1.00
12.00,1.00,81.00
12.00,1.00,79.00
12.00,1.00,37.00
12.00,1.00,9.00
12.00,1.00,5.00
12.00,1.00,2.00
12.00,1.00,31.00
12.00,1.00,8.00
12.00,1.00,13.00
12.00,1.00,8.00
12.00,1.00,0.00
12.00,1.00,48.00
12.00,1.00,29.00
12.00,1.00,291.00
12.00,1.00,8.00
12.00,1.00,53.00
12.00,1.00,84.00
12.00,1.00,12.00
12.00,1.00,40.00
12.00,1.00,19.00
12.00,1.00,54.00
12.00,1.00,6.00
12.00,1.00,4.00
12.00,1.00,32.00
12.00,1.00,1103.00
12.00,1.00,8.00
12.00,1.00,5.00
12.00,1.00,15.00
12.00,1.00,16.00
12.00,1.00,22.00
12.00,1.00,149.00
12.00,1.00,24.00
12.00,1.00,48.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,29.00
12.00,1.00,72.00
12.00,1.00,207.00
12.00,1.00,16.00
12.00,1.00,40.00
12.00,1.00,234.00
12.00,1.00,305.00
12.00,1.00,21.00
12.00,1.00,29.00
12.00,1.00,29.00
12.00,1.00,13.00
12.00,1.00,3.00
12.00,1.00,7.00
12.00,1.00,3.00
12.00,1.00,21.00
12.00,1.00,3.00
12.00,1.00,6.00
12.00,1.00,1.00
12.00,1.00,0.00
12.00,1.00,15.00
12.00,1.00,24.00
12.00,1.00,101.00
12.00,1.00,12.00
12.00,1.00,25.00
12.00,1.00,26.00
12.00,1.00,7.00
12.00,1.00,19.00
12.00,1.00,11.00
12.00,1.00,19.00
12.00,1.00,5.00
12.00,1.00,2.00
12.00,1.00,12.00
12.00,1.00,304.00
12.00,1.00,8.00
12.00,1.00,0.00
12.00,1.00,12.00
12.00,1.00,13.00
12.00,1.00,10.00
12.00,1.00,51.00
12.00,1.00,19.00
12.00,1.00,18.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,13.00
12.00,1.00,26.00
12.00,1.00,81.00
12.00,1.00,5.00
12.00,1.00,7.00
12.00,1.00,114.00
12.00,1.00,85.00
12.00,1.00,13.00
12.00,1.00,59.00
12.00,1.00,77.00
12.00,1.00,46.00
12.00,1.00,12.00
12.00,1.00,12.00
12.00,1.00,15.00
12.00,1.00,29.00
12.00,1.00,5.00
12.00,1.00,18.00
12.00,1.00,6.00
12.00,1.00,0.00
12.00,1.00,40.00
12.00,1.00,43.00
12.00,1.00,255.00
12.00,1.00,16.00
12.00,1.00,50.00
12.00,1.00,53.00
12.00,1.00,16.00
12.00,1.00,41.00
12.00,1.00,94.00
12.00,1.00,54.00
12.00,1.00,20.00
12.00,1.00,18.00
12.00,1.00,39.00
12.00,1.00,1082.00
12.00,1.00,10.00
12.00,1.00,5.00
12.00,1.00,30.00
12.00,1.00,34.00
12.00,1.00,18.00
12.00,1.00,114.00
12.00,1.00,67.00
12.00,1.00,40.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,26.00
12.00,1.00,70.00
12.00,1.00,195.00
12.00,1.00,8.00
12.00,1.00,21.00
12.00,1.00,269.00
12.00,1.00,246.00
12.00,1.00,15.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,1.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,1.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,1.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,1.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,1.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,1.00,0.00
12.00,0.00,274.00
12.00,0.00,232.00
12.00,0.00,114.00
12.00,0.00,35.00
12.00,0.00,15.00
12.00,0.00,7.00
12.00,0.00,145.00
12.00,0.00,12.00
12.00,0.00,53.00
12.00,0.00,25.00
12.00,0.00,0.00
12.00,0.00,185.00
12.00,0.00,100.00
12.00,0.00,810.00
12.00,0.00,63.00
12.00,0.00,206.00
12.00,0.00,195.00
12.00,0.00,43.00
12.00,0.00,132.00
12.00,0.00,137.00
12.00,0.00,224.00
12.00,0.00,19.00
12.00,0.00,29.00
12.00,0.00,116.00
12.00,0.00,4693.00
12.00,0.00,24.00
12.00,0.00,11.00
12.00,0.00,51.00
12.00,0.00,156.00
12.00,0.00,50.00
12.00,0.00,448.00
12.00,0.00,151.00
12.00,0.00,169.00
12.00,0.00,0.00
12.00,0.00,0.00
12.00,0.00,70.00
12.00,0.00,214.00
12.00,0.00,679.00
12.00,0.00,83.00
12.00,0.00,126.00
12.00,0.00,722.00
12.00,0.00,934.00
12.00,0.00,38.00
12.00,0.00,137.00
12.00,0.00,168.00
12.00,0.00,97.00
12.00,0.00,19.00
12.00,0.00,18.00
12.00,0.00,9.00
12.00,0.00,74.00
12.00,0.00,15.00
12.00,0.00,29.00
12.00,0.00,7.00
12.00,0.00,0.00
12.00,0.00,134.00
12.00,0.00,90.00
12.00,0.00,492.00
12.00,0.00,56.00
12.00,0.00,116.00
12.00,0.00,106.00
12.00,0.00,12.00
12.00,0.00,111.00
12.00,0.00,102.00
12.00,0.00,116.00
12.00,0.00,19.00
12.00,0.00,19.00
12.00,0.00,91.00
12.00,0.00,2287.00
12.00,0.00,31.00
12.00,0.00,5.00
12.00,0.00,51.00
12.00,0.00,68.00
12.00,0.00,34.00
12.00,0.00,233.00
12.00,0.00,145.00
12.00,0.00,79.00
12.00,0.00,0.00
12.00,0.00,0.00
12.00,0.00,47.00
12.00,0.00,128.00
12.00,0.00,495.00
12.00,0.00,38.00
12.00,0.00,46.00
12.00,0.00,457.00
12.00,0.00,469.00
12.00,0.00,43.00
12.00,0.00,285.00
