Ethnicity,Gender,Arrests
2.00,0.00,516.00
2.00,0.00,81.00
2.00,0.00,149.00
2.00,0.00,144.00
2.00,0.00,399.00
2.00,0.00,536.00
2.00,0.00,43.00
2.00,0.00,108.00
2.00,0.00,680.00
2.00,0.00,222.00
2.00,0.00,84.00
3.00,1.00,19.00
3.00,1.00,21.00
3.00,1.00,9.00
3.00,1.00,8.00
3.00,1.00,11.00
3.00,1.00,6.00
3.00,1.00,36.00
3.00,1.00,10.00
3.00,1.00,9.00
3.00,1.00,8.00
3.00,1.00,3.00
3.00,1.00,44.00
3.00,1.00,13.00
3.00,1.00,91.00
3.00,1.00,6.00
3.00,1.00,51.00
3.00,1.00,17.00
3.00,1.00,14.00
3.00,1.00,87.00
3.00,1.00,9.00
3.00,1.00,20.00
3.00,1.00,19.00
3.00,1.00,24.00
3.00,1.00,68.00
3.00,1.00,1132.00
3.00,1.00,9.00
3.00,1.00,4.00
3.00,1.00,33.00
3.00,1.00,15.00
3.00,1.00,8.00
3.00,1.00,46.00
3.00,1.00,22.00
3.00,1.00,38.00
3.00,1.00,26.00
3.00,1.00,14.00
3.00,1.00,22.00
3.00,1.00,25.00
3.00,1.00,53.00
3.00,1.00,1.00
3.00,1.00,16.00
3.00,1.00,104.00
3.00,1.00,59.00
3.00,1.00,7.00
3.00,0.00,145.00
3.00,0.00,108.00
3.00,0.00,94.00
3.00,0.00,93.00
3.00,0.00,119.00
3.00,0.00,15.00
3.00,0.00,139.00
3.00,0.00,67.00
3.00,0.00,49.00
3.00,0.00,50.00
3.00,0.00,21.00
3.00,0.00,224.00
3.00,0.00,63.00
3.00,0.00,470.00
3.00,0.00,59.00
3.00,0.00,329.00
3.00,0.00,148.00
3.00,0.00,124.00
3.00,0.00,697.00
3.00,0.00,25.00
3.00,0.00,184.00
3.00,0.00,152.00
3.00,0.00,66.00
3.00,0.00,386.00
3.00,0.00,6729.00
3.00,0.00,64.00
3.00,0.00,67.00
3.00,0.00,128.00
3.00,0.00,66.00
3.00,0.00,58.00
3.00,0.00,158.00
3.00,0.00,245.00
3.00,0.00,281.00
3.00,0.00,139.00
3.00,0.00,89.00
3.00,0.00,90.00
3.00,0.00,210.00
3.00,0.00,340.00
3.00,0.00,37.00
3.00,0.00,78.00
3.00,0.00,668.00
3.00,0.00,386.00
3.00,0.00,49.00
4.00,1.00,51.00
4.00,1.00,18.00
4.00,1.00,46.00
4.00,1.00,6.00
4.00,1.00,7.00
4.00,1.00,2.00
4.00,1.00,8.00
4.00,1.00,18.00
4.00,1.00,7.00
4.00,1.00,5.00
4.00,1.00,0.00
4.00,1.00,49.00
4.00,1.00,12.00
4.00,1.00,66.00
4.00,1.00,25.00
4.00,1.00,23.00
4.00,1.00,45.00
4.00,1.00,13.00
4.00,1.00,30.00
4.00,1.00,58.00
4.00,1.00,31.00
4.00,1.00,4.00
4.00,1.00,7.00
4.00,1.00,38.00
4.00,1.00,963.00
4.00,1.00,8.00
4.00,1.00,5.00
4.00,1.00,5.00
4.00,1.00,21.00
4.00,1.00,15.00
4.00,1.00,52.00
4.00,1.00,27.00
4.00,1.00,12.00
4.00,1.00,17.00
4.00,1.00,20.00
4.00,1.00,16.00
4.00,1.00,54.00
4.00,1.00,102.00
4.00,1.00,6.00
4.00,1.00,15.00
4.00,1.00,63.00
4.00,1.00,46.00
4.00,1.00,9.00
4.00,0.00,239.00
4.00,0.00,130.00
4.00,0.00,169.00
4.00,0.00,42.00
4.00,0.00,78.00
4.00,0.00,10.00
4.00,0.00,50.00
4.00,0.00,92.00
4.00,0.00,73.00
4.00,0.00,28.00
4.00,0.00,5.00
4.00,0.00,201.00
4.00,0.00,66.00
4.00,0.00,313.00
4.00,0.00,49.00
4.00,0.00,137.00
4.00,0.00,242.00
4.00,0.00,90.00
4.00,0.00,113.00
4.00,0.00,327.00
4.00,0.00,148.00
4.00,0.00,36.00
4.00,0.00,39.00
4.00,0.00,183.00
4.00,0.00,3937.00
4.00,0.00,72.00
4.00,0.00,20.00
4.00,0.00,22.00
4.00,0.00,75.00
4.00,0.00,54.00
4.00,0.00,173.00
4.00,0.00,108.00
4.00,0.00,63.00
4.00,0.00,106.00
4.00,0.00,117.00
4.00,0.00,63.00
4.00,0.00,280.00
4.00,0.00,385.00
4.00,0.00,36.00
4.00,0.00,52.00
4.00,0.00,382.00
4.00,0.00,136.00
4.00,0.00,53.00
5.00,1.00,394.00
5.00,1.00,202.00
5.00,1.00,353.00
5.00,1.00,82.00
5.00,1.00,136.00
5.00,1.00,146.00
5.00,1.00,142.00
5.00,1.00,497.00
5.00,1.00,65.00
5.00,1.00,57.00
5.00,1.00,37.00
5.00,1.00,542.00
5.00,1.00,57.00
5.00,1.00,288.00
5.00,1.00,120.00
5.00,1.00,187.00
5.00,1.00,222.00
5.00,1.00,204.00
5.00,1.00,379.00
5.00,1.00,139.00
5.00,1.00,403.00
5.00,1.00,173.00
5.00,1.00,119.00
5.00,1.00,83.00
5.00,1.00,4891.00
5.00,1.00,187.00
5.00,1.00,35.00
5.00,1.00,54.00
5.00,1.00,225.00
5.00,1.00,54.00
5.00,1.00,425.00
5.00,1.00,59.00
5.00,1.00,117.00
5.00,1.00,239.00
5.00,1.00,121.00
5.00,1.00,119.00
5.00,1.00,458.00
5.00,1.00,484.00
5.00,1.00,52.00
5.00,1.00,228.00
5.00,1.00,283.00
5.00,1.00,249.00
5.00,1.00,39.00
5.00,0.00,1672.00
5.00,0.00,1204.00
5.00,0.00,2410.00
5.00,0.00,467.00
5.00,0.00,512.00
5.00,0.00,590.00
5.00,0.00,696.00
5.00,0.00,2570.00
5.00,0.00,492.00
5.00,0.00,292.00
5.00,0.00,183.00
5.00,0.00,2634.00
5.00,0.00,337.00
5.00,0.00,1339.00
5.00,0.00,661.00
5.00,0.00,992.00
5.00,0.00,1183.00
5.00,0.00,1190.00
5.00,0.00,2028.00
5.00,0.00,652.00
5.00,0.00,2145.00
5.00,0.00,1360.00
5.00,0.00,906.00
5.00,0.00,483.00
5.00,0.00,28108.00
5.00,0.00,1407.00
5.00,0.00,249.00
5.00,0.00,241.00
5.00,0.00,1382.00
5.00,0.00,272.00
5.00,0.00,1940.00
5.00,0.00,305.00
5.00,0.00,536.00
5.00,0.00,1162.00
5.00,0.00,951.00
5.00,0.00,722.00
5.00,0.00,2443.00
5.00,0.00,3097.00
5.00,0.00,355.00
5.00,0.00,1210.00
5.00,0.00,1486.00
5.00,0.00,1201.00
5.00,0.00,311.00
6.00,1.00,11.00
6.00,1.00,19.00
6.00,1.00,5.00
6.00,1.00,1.00
6.00,1.00,3.00
6.00,1.00,0.00
6.00,1.00,1.00
6.00,1.00,2.00
6.00,1.00,2.00
6.00,1.00,1.00
6.00,1.00,0.00
6.00,1.00,8.00
6.00,1.00,0.00
6.00,1.00,49.00
6.00,1.00,1.00
6.00,1.00,9.00
6.00,1.00,5.00
6.00,1.00,6.00
6.00,1.00,9.00
6.00,1.00,37.00
6.00,1.00,13.00
6.00,1.00,2.00
6.00,1.00,14.00
6.00,1.00,3.00
6.00,1.00,501.00
6.00,1.00,0.00
6.00,1.00,2.00
6.00,1.00,2.00
6.00,1.00,5.00
6.00,1.00,21.00
6.00,1.00,3.00
6.00,1.00,10.00
6.00,1.00,2.00
6.00,1.00,1.00
6.00,1.00,0.00
6.00,1.00,3.00
6.00,1.00,6.00
6.00,1.00,17.00
6.00,1.00,1.00
6.00,1.00,2.00
6.00,1.00,25.00
6.00,1.00,25.00
6.00,1.00,2.00
6.00,0.00,49.00
6.00,0.00,353.00
6.00,0.00,72.00
6.00,0.00,20.00
6.00,0.00,17.00
6.00,0.00,11.00
6.00,0.00,21.00
6.00,0.00,41.00
6.00,0.00,31.00
6.00,0.00,24.00
6.00,0.00,13.00
6.00,0.00,178.00
6.00,0.00,47.00
6.00,0.00,644.00
6.00,0.00,55.00
6.00,0.00,119.00
6.00,0.00,151.00
6.00,0.00,60.00
6.00,0.00,73.00
6.00,0.00,163.00
6.00,0.00,100.00
6.00,0.00,20.00
6.00,0.00,165.00
6.00,0.00,44.00
6.00,0.00,6470.00
6.00,0.00,41.00
6.00,0.00,17.00
6.00,0.00,11.00
6.00,0.00,117.00
6.00,0.00,209.00
6.00,0.00,62.00
6.00,0.00,125.00
6.00,0.00,37.00
6.00,0.00,43.00
6.00,0.00,64.00
6.00,0.00,42.00
6.00,0.00,106.00
6.00,0.00,199.00
6.00,0.00,16.00
6.00,0.00,35.00
6.00,0.00,410.00
6.00,0.00,204.00
6.00,0.00,41.00
8.00,1.00,98.00
8.00,1.00,65.00
8.00,1.00,34.00
8.00,1.00,16.00
8.00,1.00,12.00
8.00,1.00,3.00
8.00,1.00,22.00
8.00,1.00,18.00
8.00,1.00,21.00
8.00,1.00,6.00
8.00,1.00,0.00
8.00,1.00,224.00
8.00,1.00,9.00
8.00,1.00,203.00
8.00,1.00,10.00
8.00,1.00,59.00
8.00,1.00,71.00
8.00,1.00,7.00
8.00,1.00,93.00
8.00,1.00,20.00
8.00,1.00,65.00
8.00,1.00,1.00
8.00,1.00,66.00
8.00,1.00,43.00
8.00,1.00,4060.00
8.00,1.00,21.00
8.00,1.00,4.00
8.00,1.00,9.00
8.00,1.00,41.00
8.00,1.00,41.00
8.00,1.00,78.00
8.00,1.00,48.00
8.00,1.00,47.00
8.00,1.00,24.00
8.00,1.00,20.00
8.00,1.00,18.00
8.00,1.00,94.00
8.00,1.00,207.00
8.00,1.00,14.00
8.00,1.00,13.00
8.00,1.00,168.00
8.00,1.00,105.00
8.00,1.00,13.00
8.00,0.00,516.00
8.00,0.00,439.00
8.00,0.00,332.00
8.00,0.00,81.00
8.00,0.00,92.00
8.00,0.00,10.00
8.00,0.00,144.00
8.00,0.00,128.00
8.00,0.00,123.00
8.00,0.00,22.00
8.00,0.00,25.00
8.00,0.00,975.00
8.00,0.00,84.00
8.00,0.00,1433.00
8.00,0.00,71.00
8.00,0.00,483.00
8.00,0.00,470.00
8.00,0.00,135.00
8.00,0.00,562.00
8.00,0.00,76.00
8.00,0.00,526.00
8.00,0.00,40.00
8.00,0.00,253.00
8.00,0.00,266.00
8.00,0.00,24796.00
8.00,0.00,188.00
8.00,0.00,39.00
8.00,0.00,58.00
8.00,0.00,367.00
8.00,0.00,250.00
8.00,0.00,351.00
8.00,0.00,330.00
8.00,0.00,341.00
8.00,0.00,152.00
8.00,0.00,162.00
8.00,0.00,168.00
8.00,0.00,693.00
8.00,0.00,1429.00
8.00,0.00,79.00
8.00,0.00,79.00
8.00,0.00,950.00
8.00,0.00,642.00
8.00,0.00,110.00
9.00,1.00,143.00
9.00,1.00,79.00
9.00,1.00,42.00
9.00,1.00,7.00
9.00,1.00,6.00
9.00,1.00,4.00
9.00,1.00,46.00
9.00,1.00,9.00
9.00,1.00,15.00
9.00,1.00,3.00
9.00,1.00,5.00
9.00,1.00,64.00
9.00,1.00,22.00
9.00,1.00,160.00
9.00,1.00,25.00
9.00,1.00,32.00
9.00,1.00,88.00
9.00,1.00,3.00
9.00,1.00,48.00
9.00,1.00,5.00
9.00,1.00,50.00
9.00,1.00,6.00
9.00,1.00,42.00
9.00,1.00,31.00
9.00,1.00,3663.00
9.00,1.00,10.00
9.00,1.00,0.00
9.00,1.00,10.00
9.00,1.00,32.00
9.00,1.00,4.00
9.00,1.00,143.00
9.00,1.00,20.00
9.00,1.00,54.00
9.00,1.00,40.00
9.00,1.00,16.00
9.00,1.00,36.00
9.00,1.00,61.00
9.00,1.00,158.00
9.00,1.00,13.00
9.00,1.00,24.00
9.00,1.00,447.00
9.00,1.00,145.00
9.00,1.00,14.00
9.00,0.00,749.00
9.00,0.00,788.00
9.00,0.00,214.00
9.00,0.00,55.00
9.00,0.00,41.00
9.00,0.00,4.00
9.00,0.00,361.00
9.00,0.00,87.00
9.00,0.00,118.00
9.00,0.00,24.00
9.00,0.00,24.00
9.00,0.00,502.00
9.00,0.00,203.00
9.00,0.00,1075.00
9.00,0.00,121.00
9.00,0.00,404.00
9.00,0.00,704.00
9.00,0.00,39.00
9.00,0.00,348.00
9.00,0.00,35.00
9.00,0.00,472.00
9.00,0.00,50.00
9.00,0.00,150.00
9.00,0.00,223.00
9.00,0.00,22379.00
9.00,0.00,127.00
9.00,0.00,16.00
9.00,0.00,48.00
9.00,0.00,335.00
9.00,0.00,68.00
9.00,0.00,999.00
9.00,0.00,211.00
9.00,0.00,370.00
9.00,0.00,253.00
9.00,0.00,220.00
9.00,0.00,174.00
9.00,0.00,400.00
9.00,0.00,1376.00
9.00,0.00,115.00
9.00,0.00,231.00
9.00,0.00,2923.00
9.00,0.00,1078.00
9.00,0.00,187.00
10.00,1.00,10.00
10.00,1.00,5.00
10.00,1.00,11.00
10.00,1.00,6.00
10.00,1.00,1.00
10.00,1.00,0.00
10.00,1.00,5.00
10.00,1.00,7.00
10.00,1.00,11.00
10.00,1.00,2.00
10.00,1.00,1.00
10.00,1.00,15.00
10.00,1.00,7.00
10.00,1.00,43.00
10.00,1.00,1.00
10.00,1.00,22.00
10.00,1.00,20.00
10.00,1.00,14.00
10.00,1.00,23.00
10.00,1.00,6.00
10.00,1.00,11.00
10.00,1.00,7.00
10.00,1.00,6.00
10.00,1.00,28.00
10.00,1.00,428.00
10.00,1.00,10.00
10.00,1.00,4.00
10.00,1.00,7.00
10.00,1.00,7.00
10.00,1.00,17.00
10.00,1.00,18.00
10.00,1.00,21.00
10.00,1.00,14.00
10.00,1.00,6.00
10.00,1.00,3.00
10.00,1.00,8.00
10.00,1.00,17.00
10.00,1.00,26.00
10.00,1.00,2.00
10.00,1.00,4.00
10.00,1.00,28.00
10.00,1.00,18.00
10.00,1.00,5.00
10.00,0.00,30.00
10.00,0.00,38.00
10.00,0.00,25.00
10.00,0.00,17.00
10.00,0.00,8.00
10.00,0.00,3.00
10.00,0.00,28.00
10.00,0.00,26.00
10.00,0.00,24.00
10.00,0.00,10.00
10.00,0.00,7.00
10.00,0.00,47.00
10.00,0.00,12.00
10.00,0.00,151.00
10.00,0.00,24.00
10.00,0.00,35.00
10.00,0.00,39.00
10.00,0.00,44.00
10.00,0.00,50.00
10.00,0.00,24.00
10.00,0.00,43.00
10.00,0.00,8.00
10.00,0.00,35.00
10.00,0.00,65.00
10.00,0.00,1277.00
10.00,0.00,18.00
10.00,0.00,6.00
10.00,0.00,18.00
10.00,0.00,22.00
10.00,0.00,42.00
10.00,0.00,39.00
10.00,0.00,49.00
10.00,0.00,45.00
10.00,0.00,17.00
10.00,0.00,15.00
10.00,0.00,21.00
10.00,0.00,76.00
10.00,0.00,80.00
10.00,0.00,10.00
10.00,0.00,21.00
10.00,0.00,87.00
10.00,0.00,62.00
10.00,0.00,7.00
11.00,1.00,22.00
11.00,1.00,36.00
11.00,1.00,12.00
11.00,1.00,2.00
11.00,1.00,7.00
11.00,1.00,1.00
11.00,1.00,31.00
11.00,1.00,1.00
11.00,1.00,2.00
11.00,1.00,3.00
11.00,1.00,0.00
11.00,1.00,32.00
11.00,1.00,8.00
11.00,1.00,47.00
11.00,1.00,7.00
11.00,1.00,35.00
11.00,1.00,16.00
11.00,1.00,8.00
11.00,1.00,29.00
11.00,1.00,119.00
11.00,1.00,132.00
11.00,1.00,2.00
11.00,1.00,16.00
11.00,1.00,13.00
11.00,1.00,865.00
11.00,1.00,6.00
11.00,1.00,2.00
11.00,1.00,4.00
11.00,1.00,15.00
11.00,1.00,21.00
11.00,1.00,48.00
11.00,1.00,16.00
11.00,1.00,4.00
11.00,1.00,9.00
11.00,1.00,3.00
11.00,1.00,17.00
11.00,1.00,25.00
11.00,1.00,115.00
11.00,1.00,15.00
11.00,1.00,13.00
11.00,1.00,195.00
11.00,1.00,55.00
11.00,1.00,7.00
11.00,0.00,131.00
11.00,0.00,345.00
11.00,0.00,87.00
11.00,0.00,29.00
11.00,0.00,29.00
11.00,0.00,7.00
11.00,0.00,237.00
11.00,0.00,23.00
11.00,0.00,26.00
11.00,0.00,35.00
11.00,0.00,12.00
11.00,0.00,192.00
11.00,0.00,47.00
11.00,0.00,438.00
11.00,0.00,34.00
11.00,0.00,238.00
11.00,0.00,291.00
11.00,0.00,58.00
11.00,0.00,337.00
11.00,0.00,1375.00
11.00,0.00,1634.00
11.00,0.00,19.00
11.00,0.00,94.00
11.00,0.00,56.00
11.00,0.00,7577.00
11.00,0.00,18.00
11.00,0.00,15.00
11.00,0.00,16.00
11.00,0.00,105.00
11.00,0.00,114.00
11.00,0.00,205.00
11.00,0.00,110.00
11.00,0.00,71.00
11.00,0.00,129.00
11.00,0.00,19.00
11.00,0.00,96.00
11.00,0.00,228.00
11.00,0.00,914.00
11.00,0.00,186.00
11.00,0.00,135.00
11.00,0.00,1697.00
11.00,0.00,449.00
11.00,0.00,57.00
15.00,1.00,103.00
15.00,1.00,88.00
15.00,1.00,75.00
15.00,1.00,10.00
15.00,1.00,7.00
15.00,1.00,4.00
15.00,1.00,66.00
15.00,1.00,12.00
15.00,1.00,14.00
15.00,1.00,15.00
15.00,1.00,1.00
15.00,1.00,81.00
15.00,1.00,29.00
15.00,1.00,253.00
15.00,1.00,10.00
15.00,1.00,74.00
15.00,1.00,65.00
15.00,1.00,14.00
15.00,1.00,34.00
15.00,1.00,23.00
15.00,1.00,52.00
15.00,1.00,7.00
15.00,1.00,8.00
15.00,1.00,28.00
15.00,1.00,1313.00
15.00,1.00,9.00
15.00,1.00,3.00
15.00,1.00,0.00
15.00,1.00,50.00
15.00,1.00,8.00
15.00,1.00,175.00
15.00,1.00,31.00
15.00,1.00,52.00
15.00,1.00,49.00
15.00,1.00,26.00
15.00,1.00,14.00
15.00,1.00,63.00
15.00,1.00,223.00
15.00,1.00,25.00
15.00,1.00,29.00
15.00,1.00,259.00
15.00,1.00,232.00
15.00,1.00,67.00
15.00,0.00,449.00
15.00,0.00,439.00
15.00,0.00,167.00
15.00,0.00,47.00
15.00,0.00,40.00
15.00,0.00,6.00
15.00,0.00,333.00
15.00,0.00,73.00
15.00,0.00,77.00
15.00,0.00,34.00
15.00,0.00,11.00
15.00,0.00,372.00
15.00,0.00,154.00
15.00,0.00,1196.00
15.00,0.00,60.00
15.00,0.00,362.00
15.00,0.00,390.00
15.00,0.00,43.00
15.00,0.00,176.00
15.00,0.00,175.00
15.00,0.00,340.00
15.00,0.00,56.00
15.00,0.00,40.00
15.00,0.00,158.00
15.00,0.00,5606.00
15.00,0.00,63.00
15.00,0.00,15.00
15.00,0.00,0.00
15.00,0.00,187.00
15.00,0.00,46.00
15.00,0.00,941.00
15.00,0.00,191.00
15.00,0.00,190.00
15.00,0.00,286.00
15.00,0.00,180.00
15.00,0.00,73.00
15.00,0.00,263.00
15.00,0.00,1045.00
15.00,0.00,153.00
15.00,0.00,170.00
15.00,0.00,1224.00
15.00,0.00,1360.00
15.00,0.00,120.00
17.00,1.00,20.00
17.00,1.00,41.00
17.00,1.00,29.00
17.00,1.00,7.00
17.00,1.00,12.00
17.00,1.00,2.00
17.00,1.00,41.00
17.00,1.00,1.00
17.00,1.00,0.00
17.00,1.00,2.00
17.00,1.00,0.00
17.00,1.00,25.00
17.00,1.00,3.00
17.00,1.00,248.00
17.00,1.00,22.00
17.00,1.00,11.00
17.00,1.00,17.00
17.00,1.00,2.00
17.00,1.00,6.00
17.00,1.00,11.00
17.00,1.00,10.00
17.00,1.00,0.00
17.00,1.00,2.00
17.00,1.00,4.00
17.00,1.00,479.00
17.00,1.00,2.00
17.00,1.00,1.00
17.00,1.00,2.00
17.00,1.00,5.00
17.00,1.00,24.00
17.00,1.00,59.00
17.00,1.00,12.00
17.00,1.00,31.00
17.00,1.00,35.00
17.00,1.00,2.00
17.00,1.00,13.00
17.00,1.00,12.00
17.00,1.00,173.00
17.00,1.00,3.00
17.00,1.00,25.00
17.00,1.00,175.00
17.00,1.00,397.00
17.00,1.00,0.00
17.00,0.00,190.00
17.00,0.00,954.00
17.00,0.00,459.00
17.00,0.00,90.00
17.00,0.00,239.00
17.00,0.00,7.00
17.00,0.00,512.00
17.00,0.00,11.00
17.00,0.00,4.00
17.00,0.00,18.00
17.00,0.00,7.00
17.00,0.00,188.00
17.00,0.00,26.00
17.00,0.00,2933.00
17.00,0.00,217.00
17.00,0.00,121.00
17.00,0.00,225.00
17.00,0.00,65.00
17.00,0.00,72.00
17.00,0.00,138.00
17.00,0.00,200.00
17.00,0.00,19.00
17.00,0.00,103.00
17.00,0.00,74.00
17.00,0.00,5564.00
17.00,0.00,10.00
17.00,0.00,12.00
17.00,0.00,80.00
17.00,0.00,86.00
17.00,0.00,247.00
17.00,0.00,555.00
17.00,0.00,159.00
17.00,0.00,591.00
17.00,0.00,666.00
17.00,0.00,19.00
17.00,0.00,163.00
17.00,0.00,191.00
17.00,0.00,2328.00
17.00,0.00,58.00
17.00,0.00,363.00
17.00,0.00,2905.00
17.00,0.00,4779.00
17.00,0.00,29.00
20.00,1.00,5498.00
20.00,1.00,1548.00
20.00,1.00,2593.00
20.00,1.00,2457.00
20.00,1.00,3490.00
20.00,1.00,1715.00
20.00,1.00,2766.00
20.00,1.00,3805.00
20.00,1.00,1862.00
20.00,1.00,3417.00
20.00,1.00,2032.00
20.00,1.00,5882.00
20.00,1.00,1347.00
20.00,1.00,8781.00
20.00,1.00,1822.00
20.00,1.00,6879.00
20.00,1.00,2707.00
20.00,1.00,3382.00
20.00,1.00,4975.00
20.00,1.00,6539.00
20.00,1.00,2062.00
20.00,1.00,1915.00
20.00,1.00,164.00
20.00,1.00,5712.00
20.00,1.00,15367.00
20.00,1.00,2313.00
20.00,1.00,2796.00
20.00,1.00,2924.00
20.00,1.00,1621.00
20.00,1.00,8718.00
20.00,1.00,4398.00
20.00,1.00,5304.00
20.00,1.00,4362.00
20.00,1.00,3281.00
20.00,1.00,1899.00
20.00,1.00,1897.00
20.00,1.00,5502.00
20.00,1.00,5941.00
20.00,1.00,1068.00
20.00,1.00,3379.00
20.00,1.00,4290.00
20.00,1.00,7129.00
20.00,1.00,1457.00
20.00,0.00,24349.00
20.00,0.00,7227.00
20.00,0.00,10986.00
20.00,0.00,14301.00
20.00,0.00,17131.00
20.00,0.00,7756.00
20.00,0.00,14963.00
20.00,0.00,19534.00
20.00,0.00,10005.00
20.00,0.00,15453.00
20.00,0.00,9236.00
20.00,0.00,25678.00
20.00,0.00,6512.00
20.00,0.00,45044.00
20.00,0.00,10488.00
20.00,0.00,30328.00
20.00,0.00,12938.00
20.00,0.00,18424.00
20.00,0.00,22762.00
20.00,0.00,32504.00
20.00,0.00,11592.00
20.00,0.00,9993.00
20.00,0.00,1154.00
20.00,0.00,31775.00
20.00,0.00,70553.00
20.00,0.00,11603.00
20.00,0.00,14964.00
20.00,0.00,14731.00
20.00,0.00,8339.00
20.00,0.00,37546.00
20.00,0.00,20682.00
20.00,0.00,23398.00
20.00,0.00,22080.00
20.00,0.00,17110.00
20.00,0.00,9092.00
20.00,0.00,9118.00
20.00,0.00,23640.00
20.00,0.00,28422.00
20.00,0.00,5755.00
20.00,0.00,16545.00
20.00,0.00,21445.00
20.00,0.00,35815.00
20.00,0.00,6518.00
21.00,1.00,34.00
21.00,1.00,35.00
21.00,1.00,26.00
21.00,1.00,13.00
21.00,1.00,8.00
21.00,1.00,0.00
21.00,1.00,16.00
21.00,1.00,8.00
21.00,1.00,13.00
21.00,1.00,10.00
21.00,1.00,17.00
21.00,1.00,43.00
21.00,1.00,9.00
21.00,1.00,121.00
21.00,1.00,3.00
21.00,1.00,27.00
21.00,1.00,46.00
21.00,1.00,4.00
21.00,1.00,61.00
21.00,1.00,42.00
21.00,1.00,17.00
21.00,1.00,16.00
21.00,1.00,4.00
21.00,1.00,58.00
21.00,1.00,860.00
21.00,1.00,11.00
21.00,1.00,36.00
21.00,1.00,15.00
21.00,1.00,20.00
21.00,1.00,1.00
21.00,1.00,13.00
21.00,1.00,34.00
21.00,1.00,0.00
21.00,1.00,23.00
21.00,1.00,13.00
21.00,1.00,17.00
21.00,1.00,37.00
21.00,1.00,144.00
21.00,1.00,6.00
21.00,1.00,17.00
21.00,1.00,86.00
21.00,1.00,62.00
21.00,1.00,15.00
21.00,0.00,209.00
21.00,0.00,198.00
21.00,0.00,118.00
21.00,0.00,85.00
21.00,0.00,59.00
21.00,0.00,36.00
21.00,0.00,73.00
21.00,0.00,72.00
21.00,0.00,38.00
21.00,0.00,53.00
21.00,0.00,97.00
21.00,0.00,245.00
21.00,0.00,77.00
21.00,0.00,555.00
21.00,0.00,15.00
21.00,0.00,198.00
21.00,0.00,266.00
21.00,0.00,58.00
21.00,0.00,202.00
21.00,0.00,268.00
21.00,0.00,131.00
21.00,0.00,74.00
21.00,0.00,54.00
21.00,0.00,379.00
21.00,0.00,4946.00
21.00,0.00,60.00
21.00,0.00,192.00
21.00,0.00,105.00
21.00,0.00,123.00
21.00,0.00,22.00
21.00,0.00,113.00
21.00,0.00,129.00
21.00,0.00,11.00
21.00,0.00,98.00
21.00,0.00,70.00
21.00,0.00,124.00
21.00,0.00,245.00
21.00,0.00,582.00
21.00,0.00,52.00
21.00,0.00,56.00
21.00,0.00,397.00
21.00,0.00,348.00
21.00,0.00,81.00
1.00,1.00,36.00
1.00,1.00,11.00
1.00,1.00,27.00
1.00,1.00,10.00
1.00,1.00,5.00
1.00,1.00,6.00
1.00,1.00,21.00
1.00,1.00,16.00
1.00,1.00,18.00
1.00,1.00,7.00
1.00,1.00,5.00
1.00,1.00,41.00
1.00,1.00,3.00
1.00,1.00,33.00
1.00,1.00,9.00
1.00,1.00,31.00
1.00,1.00,44.00
1.00,1.00,13.00
1.00,1.00,35.00
1.00,1.00,37.00
1.00,1.00,33.00
1.00,1.00,7.00
1.00,1.00,13.00
1.00,1.00,18.00
1.00,1.00,887.00
1.00,1.00,15.00
1.00,1.00,4.00
1.00,1.00,4.00
1.00,1.00,8.00
1.00,1.00,29.00
1.00,1.00,60.00
1.00,1.00,19.00
1.00,1.00,22.00
1.00,1.00,17.00
1.00,1.00,17.00
1.00,1.00,24.00
1.00,1.00,46.00
1.00,1.00,66.00
1.00,1.00,11.00
1.00,1.00,19.00
1.00,1.00,49.00
1.00,1.00,27.00
1.00,1.00,6.00
1.00,0.00,258.00
1.00,0.00,186.00
1.00,0.00,179.00
1.00,0.00,77.00
1.00,0.00,237.00
1.00,0.00,19.00
1.00,0.00,145.00
1.00,0.00,141.00
1.00,0.00,76.00
1.00,0.00,47.00
1.00,0.00,49.00
1.00,0.00,208.00
1.00,0.00,57.00
1.00,0.00,613.00
1.00,0.00,79.00
1.00,0.00,302.00
1.00,0.00,261.00
1.00,0.00,198.00
1.00,0.00,344.00
1.00,0.00,174.00
1.00,0.00,469.00
1.00,0.00,43.00
1.00,0.00,92.00
1.00,0.00,188.00
1.00,0.00,8350.00
1.00,0.00,64.00
1.00,0.00,25.00
1.00,0.00,32.00
1.00,0.00,124.00
1.00,0.00,275.00
1.00,0.00,343.00
1.00,0.00,160.00
1.00,0.00,423.00
1.00,0.00,228.00
1.00,0.00,71.00
1.00,0.00,235.00
1.00,0.00,388.00
1.00,0.00,665.00
1.00,0.00,70.00
1.00,0.00,141.00
1.00,0.00,685.00
1.00,0.00,450.00
1.00,0.00,44.00
2.00,1.00,66.00
2.00,1.00,21.00
2.00,1.00,19.00
2.00,1.00,10.00
2.00,1.00,2.00
2.00,1.00,1.00
2.00,1.00,11.00
2.00,1.00,11.00
2.00,1.00,12.00
2.00,1.00,2.00
2.00,1.00,4.00
2.00,1.00,48.00
2.00,1.00,14.00
2.00,1.00,65.00
2.00,1.00,4.00
2.00,1.00,22.00
2.00,1.00,44.00
2.00,1.00,15.00
2.00,1.00,42.00
2.00,1.00,18.00
2.00,1.00,52.00
2.00,1.00,2.00
2.00,1.00,25.00
2.00,1.00,53.00
